,Timestamp,Accel_X,Accel_Y,Accel_Z,Roll,Pitch,Yaw,GravAcc_X,GravAcc_Y,GravAcc_Z,UserAcc_X,UserAcc_Y,UserAcc_Z,RotRate_X,RotRate_Y,RotRate_Z,MagHeading,TrueHeading,HeadingAccuracy,Lat,Long,LocAccuracy,Course,Speed,Altitude
36,430761601.741,0.045151,0.966721,0.002747,-1.389239,-0.757504,-1.754499,-0.714611,0.68711,-0.131188,0.773999,0.435693,0.128472,0.469735,0.506607,-2.317897,21.45188,25.538952,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
37,430761601.841,0.046646,0.785324,-0.004761,-1.296287,-0.700655,-1.707794,-0.735799,0.644718,-0.207215,0.77004,0.118511,0.205064,0.281052,0.66968,1.783401,22.118017,26.20509,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
38,430761601.941,0.037888,1.162643,-0.003571,-1.113174,-1.06239,-1.572443,-0.436698,0.873522,-0.21507,0.481406,0.131437,0.223019,-0.986044,0.900338,4.641104,3.774723,7.861796,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
39,430761602.041,0.051498,1.561142,-0.025146,1.443677,-1.202409,1.015964,0.357206,0.932909,-0.045654,-0.318815,0.611524,0.011459,-0.862186,-0.935686,4.996556,332.240601,336.327667,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
40,430761602.141,0.031235,1.332825,-0.017807,1.468279,-0.790027,1.163201,0.700131,0.710373,-0.072028,-0.674557,0.526017,0.056693,-0.025742,-0.99409,2.931071,295.772095,299.859161,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
41,430761602.241,-0.003372,0.875198,-0.00618,1.389387,-0.735572,1.169271,0.72928,0.671012,-0.133769,-0.740465,0.141778,0.127376,-0.069901,-0.655682,-1.984745,283.631592,287.718658,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
42,430761602.341,0.031052,1.131058,0.000229,1.261352,-1.114757,1.035977,0.419479,0.897804,-0.134113,-0.413222,0.163613,0.135502,-0.209119,0.300633,-4.589853,302.698486,306.785553,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
43,430761602.441,0.802139,1.667801,0.147598,-0.816921,-1.303948,-1.395813,-0.192243,0.964607,-0.180489,0.618787,0.305825,0.364434,2.425423,6.117921,-3.82375,352.245331,356.332397,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
44,430761602.541,0.319611,0.918091,0.111206,-0.338856,-1.344004,-0.932411,-0.074743,0.974393,-0.212067,0.577917,0.107059,0.409348,-2.559531,0.51898,3.504206,358.264221,2.351295,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
45,430761602.641,0.151001,0.968842,-0.114288,1.235499,-1.295275,0.779184,0.256899,0.962284,-0.089518,0.092589,-0.061328,-0.100439,0.691483,-5.005899,2.943499,339.986633,344.0737,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
46,430761602.741,0.050537,1.071609,-0.038803,1.199238,-1.300385,1.069208,0.2489,0.963661,-0.096986,-0.217314,0.220635,0.215073,0.727923,-3.505119,-0.952558,312.563263,316.65033,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
47,430761602.841,1.708405,0.86705,0.028397,0.993577,-1.322828,1.219759,0.20567,0.969413,-0.133933,0.51369,0.027489,0.128317,1.204535,-0.247314,4.078014,298.204315,302.291382,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
48,430761602.941,0.525208,1.152878,0.152924,1.025598,-0.872925,1.264619,0.549428,0.766212,-0.333239,-0.013265,0.359444,0.270433,0.117086,0.215705,4.286543,279.215088,283.302155,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
49,430761603.041,1.09903,0.717239,-0.364288,1.111279,-0.410553,1.530317,0.821787,0.399116,-0.40666,-0.16456,0.539146,0.097852,1.265187,-0.75558,5.207581,249.569534,253.656601,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
50,430761603.141,0.967712,0.079056,-0.304916,1.076056,-0.023989,1.628608,0.879839,0.023986,-0.474666,-0.141298,0.600907,0.088879,0.919355,-0.393647,4.857561,224.646713,228.73378,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
51,430761603.241,0.743073,-0.39502,-0.310303,1.092962,0.298712,1.741339,0.848669,-0.29429,-0.439493,-0.297796,0.017312,0.09025,0.199595,0.103474,2.787876,207.09494,211.182007,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
52,430761603.341,0.488785,-0.592773,-0.244507,1.103035,0.504402,1.788101,0.781421,-0.483284,-0.394737,-0.126529,-0.103493,0.10041,0.641775,-0.357059,1.463879,197.471542,201.558609,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
53,430761603.441,0.621613,-0.606903,-0.225525,1.03934,0.597832,1.817595,0.712551,-0.562852,-0.418891,-0.113735,-0.04335,0.22489,-0.097275,-0.630069,0.643958,193.616974,197.704041,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
54,430761603.541,0.618439,-0.658905,-0.321381,0.960186,0.624044,1.859598,0.664879,-0.584322,-0.4653,-0.091301,-0.058546,0.13507,-0.244674,-0.432435,0.180704,193.248886,197.335953,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
55,430761603.641,0.680435,-0.688095,-0.410141,0.936833,0.617262,1.868801,0.65701,-0.578805,-0.483035,-0.067868,-0.112861,0.070987,0.129529,-0.173603,-0.01553,193.648056,197.735123,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
56,430761603.742,0.657974,-0.672882,-0.392136,0.950053,0.614989,1.849862,0.664407,-0.57695,-0.475072,-0.009713,-0.101746,0.125905,0.153353,-0.024286,-0.086266,194.051651,198.138718,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
57,430761603.841,0.662094,-0.687347,-0.343658,0.954128,0.604201,1.841289,0.671376,-0.568105,-0.475932,-0.034703,-0.112452,0.127238,0.146887,-0.18342,-0.045796,194.28302,198.370087,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
58,430761603.942,0.674042,-0.66217,-0.377228,0.997526,0.628212,1.810857,0.679734,-0.587699,-0.43883,-0.091843,-0.070092,0.139575,-0.055003,-0.008431,-0.239569,194.993256,199.080322,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
59,430761604.041,0.695587,-0.663223,-0.340866,1.007949,0.61909,1.797774,0.688776,-0.580295,-0.434565,0.003577,-0.070508,0.080408,0.049884,-0.001461,-0.087661,195.030914,199.117981,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
60,430761604.142,0.681854,-0.645782,-0.350861,1.020996,0.608071,1.787566,0.699796,-0.571285,-0.428857,-0.039869,-0.088413,0.083321,-0.035731,0.097418,-0.206444,195.840454,199.927521,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
61,430761604.242,0.60289,-0.63176,-0.320251,1.054115,0.596906,1.765305,0.719114,-0.562086,-0.408575,-0.025007,-0.076921,0.063543,-0.016082,0.223666,-0.473825,195.967133,200.054199,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
62,430761604.342,0.765808,-0.592392,-0.341125,1.07014,0.582955,1.751891,0.732378,-0.550493,-0.400725,0.04431,-0.032683,0.08441,-0.070295,0.118076,-0.259312,196.469772,200.556839,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
63,430761604.442,0.713776,-0.604599,-0.348587,1.078292,0.569539,1.746691,0.742062,-0.539243,-0.398197,0.009357,-0.058291,0.022617,0.021179,0.142124,-0.172224,198.32634,202.413406,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
64,430761604.542,0.809128,-0.569962,-0.146729,1.107386,0.565792,1.717396,0.755133,-0.536085,-0.377342,-0.097662,-0.004046,0.200615,0.432699,-0.045715,-0.077515,196.273987,200.361053,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
65,430761604.641,0.721313,-0.549591,-0.264191,1.108609,0.533288,1.679371,0.770789,-0.508367,-0.383988,-0.077658,-0.027857,0.159898,-0.012538,-0.413557,-0.776664,197.325638,201.412704,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
66,430761604.741,0.661911,-0.529846,-0.312759,1.126719,0.4141,1.603388,0.826684,-0.402366,-0.393312,-0.132409,-0.133248,0.045503,0.251035,-0.579197,-1.918505,203.318192,207.405258,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
67,430761604.842,0.761688,-0.391678,-0.365891,1.163795,0.204581,1.483621,0.899162,-0.203157,-0.387602,-0.121376,-0.152327,-0.023805,0.648826,-0.190792,-2.979704,216.199615,220.286682,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
68,430761604.942,1.08316,-0.057159,-0.403412,1.187493,-0.054768,1.379531,0.926044,0.05474,-0.373425,0.080472,-0.061149,0.0341,-0.995356,1.423737,-3.073606,231.8591,235.946167,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
69,430761605.042,0.724014,-0.069122,-0.002182,1.211154,-0.189247,1.30441,0.919311,0.18812,-0.345656,0.323853,-0.042825,0.150344,1.65849,-1.042263,-1.232522,248.944702,253.031769,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
70,430761605.141,0.789948,0.451752,-0.288193,1.101215,-0.500528,1.149608,0.782365,0.479889,-0.397003,0.006774,-0.197586,0.165801,-0.487587,0.085904,-2.732543,264.81073,268.897797,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
71,430761605.241,0.495575,0.734787,-0.341797,1.042231,-0.657683,1.088112,0.683408,0.611285,-0.399104,-0.197766,0.144605,0.072063,-1.570748,-0.487774,-2.397705,274.24823,278.335297,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
72,430761605.341,0.727921,0.985535,-0.309753,1.057702,-0.87699,1.113332,0.557124,0.768817,-0.313899,0.085073,-0.030475,-0.008763,0.588353,-1.277634,-1.58827,280.074646,284.161713,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
73,430761605.441,0.612976,1.096237,-0.190353,0.88846,-1.098833,0.879455,0.352843,0.890678,-0.286697,0.236939,0.157372,0.09497,-1.296894,1.726572,-3.176363,295.00705,299.094116,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
74,430761605.541,0.003387,1.113663,0.004913,0.447704,-1.398683,0.356726,0.07414,0.985225,-0.154386,0.243929,0.176213,0.026578,-1.467035,0.357808,-3.980906,309.289551,313.376617,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
75,430761605.642,0.040298,0.83168,-0.019165,-1.422474,-1.364467,-1.596749,-0.20262,0.978789,-0.030275,0.247023,-0.113906,0.017748,-0.771858,0.769314,-1.534264,331.291962,335.379028,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
76,430761605.742,0.003799,1.072861,-0.006104,-1.505839,-1.235162,-1.750995,-0.328674,0.944202,-0.02138,0.333923,0.105786,0.008318,-0.340015,0.585114,-1.744807,343.843262,347.930328,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
77,430761605.842,0.041931,1.038559,-0.017136,-1.496965,-1.210698,-1.777918,-0.351406,0.935862,-0.025992,0.39024,0.112707,0.006476,0.32183,0.088277,1.457879,349.961365,354.048431,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
78,430761605.942,0.001389,1.054733,0.013748,-1.618689,-1.328564,-1.914555,-0.239595,0.970805,0.011484,0.244218,0.185826,-0.005731,-0.868184,0.415244,0.292808,343.697021,347.784088,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
79,430761606.042,0.064255,1.123932,0.022903,-0.283794,-1.421223,-0.627269,-0.041725,0.988835,-0.143056,0.084693,-0.002339,0.115834,0.173873,1.284721,4.073567,338.877777,342.964844,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
80,430761606.142,0.017105,1.138168,-0.050964,1.26789,-1.26293,0.792169,0.289231,0.952982,-0.090391,-0.283142,0.299001,0.067824,1.130235,1.470141,3.187501,327.197937,331.285004,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
81,430761606.242,-0.00235,1.120193,-0.014832,1.57635,-1.013983,1.002159,0.528475,0.848944,0.002935,-0.519991,0.313669,0.016917,-0.908742,0.679241,0.850197,316.085968,320.173035,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
82,430761606.342,0.001602,0.950287,-0.003143,1.549902,-1.083687,1.002717,0.467971,0.88369,-0.009779,-0.468123,0.052437,-0.018678,-0.449708,-0.938284,-1.844337,320.737,324.824066,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
83,430761606.442,0.006882,1.11972,-0.02681,1.371313,-1.392216,0.9485,0.17411,0.984097,-0.0352,-0.171623,0.056522,0.011091,0.669828,-1.388157,-4.194332,331.68161,335.768677,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
84,430761606.542,0.037979,1.282578,0.011398,-1.369372,-1.303977,-1.696351,-0.258334,0.964614,-0.05275,0.291796,0.257737,0.064805,-0.011752,-0.627798,-4.324574,349.084381,353.171448,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
85,430761606.642,0.044846,1.11821,0.021713,-1.435017,-0.916129,-1.780632,-0.603291,0.793251,-0.082421,0.640828,0.38282,0.094796,-0.074259,0.812475,-2.971427,11.17289,15.259963,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
86,430761606.742,0.037552,0.897614,-0.004471,-1.306673,-0.813494,-1.790956,-0.663141,0.726692,-0.179341,0.706247,0.164589,0.182774,0.41539,1.715112,0.580791,21.182892,25.269966,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
87,430761606.842,0.038467,0.991669,-0.002045,-1.113385,-1.039652,-1.747689,-0.454449,0.862228,-0.223693,0.494366,0.042496,0.237212,-1.203998,1.281637,3.487841,14.542591,18.629665,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
88,430761606.942,0.028427,1.302109,0.001938,-0.447719,-1.446581,-1.113259,-0.053636,0.992295,-0.111685,0.082155,0.278808,0.095098,-2.136455,-0.1791,4.345855,354.615265,358.702332,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
89,430761607.041,0.020889,1.371017,-0.026062,1.61254,-1.186843,1.076846,0.374262,0.927191,0.015632,-0.347895,0.414224,-0.045372,-0.910746,-1.868148,4.156024,320.374451,324.461517,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
90,430761607.141,0.003998,1.078613,-0.004837,1.465245,-0.868074,1.151591,0.6427,0.763086,-0.068091,-0.63263,0.422507,0.05886,0.368477,-2.20743,1.96585,296.285431,300.372498,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
91,430761607.241,0.001846,1.038986,0.026276,1.291081,-0.887094,1.133577,0.607117,0.775239,-0.174392,-0.60872,0.254912,0.197204,-0.389437,-0.957487,-1.800376,291.836853,295.92392,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
92,430761607.341,0.016541,1.264587,0.022217,1.179311,-1.2033,1.010034,0.332098,0.93323,-0.137087,-0.327749,0.248975,0.153445,-0.882542,0.811662,-4.082318,312.236938,316.324005,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
93,430761607.442,0.03653,1.382217,-0.001511,-0.775504,-1.441757,-1.104777,-0.090087,0.991686,-0.091887,0.122863,0.344236,0.087844,0.083447,1.768907,-4.737182,345.671692,349.758759,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
94,430761607.542,0.042511,1.191132,-0.011047,-1.196538,-1.07228,-1.708755,-0.445027,0.878293,-0.174793,0.494801,0.448367,0.168705,0.772696,1.348546,-3.15936,12.531247,16.61832,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
95,430761607.642,0.023911,0.896255,-0.00322,-1.180091,-0.842003,-1.728032,-0.615783,0.745979,-0.253628,0.642501,0.111458,0.248425,0.202176,-0.706997,0.357974,23.070045,27.15712,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
96,430761607.742,0.028839,0.953918,0.009827,-1.185794,-0.97812,-1.622376,-0.517693,0.829449,-0.209782,0.541222,0.057621,0.213032,-0.092924,-0.851439,2.62765,14.439175,18.526249,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
97,430761607.842,0.034592,1.069,0.012451,-0.841923,-1.3071,-1.209445,-0.194426,0.965433,-0.173601,0.232756,0.222464,0.184343,-0.24528,0.123728,4.289277,356.433319,0.520392,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
98,430761607.942,0.041122,1.403992,0.009079,1.161007,-1.285381,0.76658,0.258244,0.959545,-0.112176,-0.215184,0.421833,0.122705,-0.851247,1.006803,4.604797,334.080505,338.167572,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
99,430761608.042,0.00563,1.153076,-0.004395,1.558349,-0.964098,1.078643,0.570114,0.821535,-0.007097,-0.562194,0.424696,-0.00186,-0.765859,1.159828,2.377077,314.827576,318.914642,25.0,19.519889,-96.915457,65.0,-1.0,-1.0,1350.983276
